Muskel;Region;Subregion;Feld;Urteil;Bei mir;Wikipedia;Delta;Artikel
M. pterygoideus medialis;Kopf & Hals;Kaumuskulatur;Ansatz;teils gleich;Tuberositas pterygoidea (Innenfläche des Ramus mandibulae);Tuberositas pterygoidea am äußeren Unterkieferwinkel (Angulus mandibulae des Unterkiefers);;https://de.wikipedia.org/wiki/Musculus_pterygoideus_medialis
M. pterygoideus medialis;Kopf & Hals;Kaumuskulatur;Funktion;Freitext — nur lesen;Der M. pterygoideus medialis schließt gemeinsam mit dem M. masseter den Mund und hebt den Unterkiefer an. Er ermöglicht zudem Protrusion und Mahlbewegungen des Unterkiefers (Laterotrusion zur Gegenseite).;Anheben des Unterkiefers, Kieferschluss;;https://de.wikipedia.org/wiki/Musculus_pterygoideus_medialis
M. pterygoideus medialis;Kopf & Hals;Kaumuskulatur;Innervation;abweichend;N. pterygoideus medialis (V3, N. trigeminus);Nervus mandibularis;;https://de.wikipedia.org/wiki/Musculus_pterygoideus_medialis
M. pterygoideus medialis;Kopf & Hals;Kaumuskulatur;Segmente;beide leer;;;;https://de.wikipedia.org/wiki/Musculus_pterygoideus_medialis
M. quadratus femoris;Untere Extremität;Hüfte;Ursprung;gleich (andere Worte);Tuber ischiadicum (lateral);Tuber ischiadicum;;https://de.wikipedia.org/wiki/Musculus_quadratus_femoris
M. quadratus femoris;Untere Extremität;Hüfte;Ansatz;teils gleich;Crista intertrochanterica des Femur;Crista intertrochanterica des Oberschenkelknochens;;https://de.wikipedia.org/wiki/Musculus_quadratus_femoris
M. quadratus femoris;Untere Extremität;Hüfte;Funktion;Freitext — nur lesen;"Dreht den Oberschenkel nach außen und zieht ihn leicht zur Körpermitte (Adduktion); liegt zwischen Tuber ischiadicum und Crista intertrochanterica";Dreht Oberschenkel nach außen;;https://de.wikipedia.org/wiki/Musculus_quadratus_femoris
M. quadratus femoris;Untere Extremität;Hüfte;Innervation;abweichend;Plexus sacralis;Nervus musculi quadrati femoris, selten auch Nervus ischiadicus;;https://de.wikipedia.org/wiki/Musculus_quadratus_femoris
M. quadratus femoris;Untere Extremität;Hüfte;Segmente;gleich;L4, L5, S1;L4-S1;;https://de.wikipedia.org/wiki/Musculus_quadratus_femoris
M. quadratus lumborum;Wirbelsäule & Rumpf;Bauchmuskulatur;Ursprung;teils gleich;Crista iliaca, Lig. iliolumbale;Darmbein (Crista iliaca);;https://de.wikipedia.org/wiki/Musculus_quadratus_lumborum
M. quadratus lumborum;Wirbelsäule & Rumpf;Bauchmuskulatur;Ansatz;abweichend;12. Rippe, Procc. costarii L1–L4;Unterkante der untersten Rippe, Querfortsätze der 1.–4. Lendenwirbel;;https://de.wikipedia.org/wiki/Musculus_quadratus_lumborum
M. quadratus lumborum;Wirbelsäule & Rumpf;Bauchmuskulatur;Funktion;Freitext — nur lesen;"Hebt einseitig das Becken und neigt die LWS zur gleichen Seite; beidseitig stabilisiert er Lendenregion und 12. Rippe";Senkung des untersten, 12. Rippenpaares, Seitwärtsneigung des Rumpfes;;https://de.wikipedia.org/wiki/Musculus_quadratus_lumborum
M. quadratus lumborum;Wirbelsäule & Rumpf;Bauchmuskulatur;Innervation;teils gleich;Plexus lumbalis;Nervus subcostalis und Rami musculares aus Plexus lumbalis;;https://de.wikipedia.org/wiki/Musculus_quadratus_lumborum
M. quadratus lumborum;Wirbelsäule & Rumpf;Bauchmuskulatur;Segmente;gleich;Th12, L1–L4;Th12 und L1-L4;;https://de.wikipedia.org/wiki/Musculus_quadratus_lumborum
M. quadratus plantae;Untere Extremität;Fuß & Sprunggelenk;Ursprung;abweichend;Tuber calcanei (plantare Seite);Plantarfläche des Fersenbeines;;https://de.wikipedia.org/wiki/Musculus_quadratus_plantae
M. quadratus plantae;Untere Extremität;Fuß & Sprunggelenk;Ansatz;abweichend;M. flexor digitorum longus (Endsehne);Sehne des Langen Zehenbeugers;;https://de.wikipedia.org/wiki/Musculus_quadratus_plantae
M. quadratus plantae;Untere Extremität;Fuß & Sprunggelenk;Funktion;Freitext — nur lesen;Richtet die Zugrichtung des langen Zehenbeugers aus und unterstützt das Beugen der Kleinzehen;Änderung Zugrichtung der Sehne des Musculus flexor digitorum longus;;https://de.wikipedia.org/wiki/Musculus_quadratus_plantae
M. quadratus plantae;Untere Extremität;Fuß & Sprunggelenk;Innervation;gleich (andere Worte);N. tibialis (N. plantaris lateralis);Nervus plantaris lateralis;;https://de.wikipedia.org/wiki/Musculus_quadratus_plantae
M. quadratus plantae;Untere Extremität;Fuß & Sprunggelenk;Segmente;nur Wikipedia;;S1, S2;;https://de.wikipedia.org/wiki/Musculus_quadratus_plantae
M. rectus abdominis;Wirbelsäule & Rumpf;Bauchmuskulatur;Ursprung;teils gleich;Proc. xiphoideus, Rippenknorpel 5–7;5. bis 7. Rippenknorpel, Brustbein;;https://de.wikipedia.org/wiki/Musculus_rectus_abdominis
M. rectus abdominis;Wirbelsäule & Rumpf;Bauchmuskulatur;Ansatz;abweichend;Symphysis pubica, Os pubis;Becken (Crista pubica);;https://de.wikipedia.org/wiki/Musculus_rectus_abdominis
M. rectus abdominis;Wirbelsäule & Rumpf;Bauchmuskulatur;Funktion;Freitext — nur lesen;Der M. rectus abdominis beugt den Rumpf nach ventral, indem er Brustkorb und Becken annähert. Darüber hinaus erhöht er den intraabdominalen Druck und unterstützt damit Bauchpresse, Defäkation, Miktion und Geburt.;Bauchpresse, Hebung des Beckens, Thoraxsenkung, Rumpfbeugung;;https://de.wikipedia.org/wiki/Musculus_rectus_abdominis
M. rectus abdominis;Wirbelsäule & Rumpf;Bauchmuskulatur;Innervation;teils gleich;Nn. intercostales;Nervi intercostales (7.–12. Ast);;https://de.wikipedia.org/wiki/Musculus_rectus_abdominis
M. rectus abdominis;Wirbelsäule & Rumpf;Bauchmuskulatur;Segmente;nur bei mir;Th5–Th12;;;https://de.wikipedia.org/wiki/Musculus_rectus_abdominis
M. rectus femoris;Untere Extremität;Knie;Ursprung;gleich (andere Worte);Spina iliaca anterior inferior und Azetabulum (oberer Rand);Darmbein (Spina iliaca anterior inferior und oberer Rand des Acetabulums);;https://de.wikipedia.org/wiki/Musculus_rectus_femoris
M. rectus femoris;Untere Extremität;Knie;Ansatz;teils gleich;Tuberositas tibiae (via Patellarsehne);Basis der Kniescheibe, Tuberositas tibiae des Schienbeins;;https://de.wikipedia.org/wiki/Musculus_rectus_femoris
M. rectus femoris;Untere Extremität;Knie;Funktion;Freitext — nur lesen;"Beugt die Hüfte im Hüftgelenk (Flexion in der Art. coxae); streckt das Kniegelenk als Teil des Quadriceps (Extension in der Art. genus)";Strecker des Kniegelenks, Beuger des Hüftgelenks;;https://de.wikipedia.org/wiki/Musculus_rectus_femoris
M. rectus femoris;Untere Extremität;Knie;Innervation;gleich;N. femoralis;Nervus femoralis;;https://de.wikipedia.org/wiki/Musculus_rectus_femoris
M. rectus femoris;Untere Extremität;Knie;Segmente;gleich;L2, L3, L4;L2-L4;;https://de.wikipedia.org/wiki/Musculus_rectus_femoris
M. rhomboideus major;Obere Extremität;Schultergürtel;Ursprung;abweichend;Procc. spinosi Th1–Th4;Dornfortsätze des 1.–4. Brustwirbels, Ligamentum supraspinale;;https://de.wikipedia.org/wiki/Musculus_rhomboideus_major
M. rhomboideus major;Obere Extremität;Schultergürtel;Ansatz;teils gleich;Margo medialis scapulae;Schulterblatt, Margo medialis;;https://de.wikipedia.org/wiki/Musculus_rhomboideus_major
M. rhomboideus major;Obere Extremität;Schultergürtel;Funktion;Freitext — nur lesen;Retraktion, leichte Elevation und Abwärtsrotation der Scapula;Zurückziehen des Schulterblatts;;https://de.wikipedia.org/wiki/Musculus_rhomboideus_major
M. rhomboideus major;Obere Extremität;Schultergürtel;Innervation;gleich;N. dorsalis scapulae;Nervus dorsalis scapulae;;https://de.wikipedia.org/wiki/Musculus_rhomboideus_major
M. rhomboideus major;Obere Extremität;Schultergürtel;Segmente;abweichend;C4, C5;C4-C6;nur Wikipedia: C6;https://de.wikipedia.org/wiki/Musculus_rhomboideus_major
M. rhomboideus minor;Obere Extremität;Schultergürtel;Ursprung;abweichend;Procc. spinosi C6–C7 und Lig. nuchae;Dornfortsätze des 6. und 7. Halswirbel-, Ligamentum nuchae;;https://de.wikipedia.org/wiki/Musculus_rhomboideus_minor
M. rhomboideus minor;Obere Extremität;Schultergürtel;Ansatz;abweichend;Margo medialis scapulae;Schulterblatt;;https://de.wikipedia.org/wiki/Musculus_rhomboideus_minor
M. rhomboideus minor;Obere Extremität;Schultergürtel;Funktion;Freitext — nur lesen;Retraktion, leichte Elevation und Abwärtsrotation der Scapula;Zurückziehen des Schulterblatts;;https://de.wikipedia.org/wiki/Musculus_rhomboideus_minor
M. rhomboideus minor;Obere Extremität;Schultergürtel;Innervation;gleich;N. dorsalis scapulae;Nervus dorsalis scapulae;;https://de.wikipedia.org/wiki/Musculus_rhomboideus_minor
M. rhomboideus minor;Obere Extremität;Schultergürtel;Segmente;gleich;C4, C5;C4, C5;;https://de.wikipedia.org/wiki/Musculus_rhomboideus_minor
M. sartorius;Untere Extremität;Hüfte;Ursprung;teils gleich;Spina iliaca anterior superior;Becken (vorderer oberer Darmbeinstachel, Spina iliaca anterior superior);;https://de.wikipedia.org/wiki/Musculus_sartorius
M. sartorius;Untere Extremität;Hüfte;Ansatz;abweichend;Tibia, Facies medialis (Pes anserinus);Pes anserinus superficialis;;https://de.wikipedia.org/wiki/Musculus_sartorius
M. sartorius;Untere Extremität;Hüfte;Funktion;Freitext — nur lesen;"Beugt und dreht die Hüfte nach außen; abduziert; im Kniegelenk bewirkt er Beugung und Innenrotation des Unterschenkels – typische Schneidersitzposition";Hüftgelenk: Beugung, Außenrotation, Abduktion Kniegelenk: Beugung, Innenrotation;;https://de.wikipedia.org/wiki/Musculus_sartorius
M. sartorius;Untere Extremität;Hüfte;Innervation;gleich;N. femoralis;Nervus femoralis;;https://de.wikipedia.org/wiki/Musculus_sartorius
M. sartorius;Untere Extremität;Hüfte;Segmente;gleich;L2, L3;L2, L3;;https://de.wikipedia.org/wiki/Musculus_sartorius
M. semimembranosus;Untere Extremität;Knie;Ursprung;gleich (andere Worte);Tuber ischiadicum;Sitzbeinhöcker (Tuber ischiadicum);;https://de.wikipedia.org/wiki/Musculus_semimembranosus
M. semimembranosus;Untere Extremität;Knie;Ansatz;gleich (andere Worte);"Condylus medialis tibiae; Lig. popliteum obliquum";Condylus medialis der Tibia im sog. Pes anserinus profundus (Condylus medialis tibiae, Lig. popliteum obliquum, Faszie des M. popliteus);;https://de.wikipedia.org/wiki/Musculus_semimembranosus
M. semimembranosus;Untere Extremität;Knie;Funktion;Freitext — nur lesen;"Streckt die Hüfte (Extension in der Art. coxae) und beugt das Knie (Flexion in der Art. genus); bei gebeugtem Knie Innenrotation des Unterschenkels; zieht den Meniscus lateralis nach dorsal";Hüftgelenk: Streckung, Adduktion Kniegelenk: Beugung, Innenrotation;;https://de.wikipedia.org/wiki/Musculus_semimembranosus
M. semimembranosus;Untere Extremität;Knie;Innervation;gleich;N. tibialis;Nervus tibialis;;https://de.wikipedia.org/wiki/Musculus_semimembranosus
M. semimembranosus;Untere Extremität;Knie;Segmente;gleich;L5, S1, S2;L5-S2;;https://de.wikipedia.org/wiki/Musculus_semimembranosus
M. semispinalis;Wirbelsäule & Rumpf;Rückenmuskulatur;Ursprung;abweichend;"M. semispinalis capitis: Procc. transversi der hochthorakalen Wirbel und C3–C6; M. semispinalis cervicis: Procc. transversi der thorakalen Wirbel und C7; M. semispinalis thoracis: Procc. transversi Th7–Th12";Quer- und Zitzenfortsätze der Brust- und Halswirbel;;https://de.wikipedia.org/wiki/Musculus_semispinalis
M. semispinalis;Wirbelsäule & Rumpf;Rückenmuskulatur;Ansatz;abweichend;"Linea nuchalis superior/inferior (capitis); Procc. spinosi C2–Th1 (cervicis); Procc. spinosi Th1–Th6, C6–C7 (thoracis)";Dornfortsätze der Wirbel, Hinterhauptsbein;;https://de.wikipedia.org/wiki/Musculus_semispinalis
M. semispinalis;Wirbelsäule & Rumpf;Rückenmuskulatur;Funktion;Freitext — nur lesen;"Beidseitig aktiv streckt der M. semispinalis HWS und BWS kräftig durch; bei einseitiger Kontraktion dreht er den Kopf und die Halswirbelsäule zur Gegenseite, was ihm eine wichtige Rolle bei Rotationsbewegungen des Kopfes verleiht.";Strecken und Seitwärtsbiegen der Wirbelsäule;;https://de.wikipedia.org/wiki/Musculus_semispinalis
M. semispinalis;Wirbelsäule & Rumpf;Rückenmuskulatur;Innervation;gleich (andere Worte);Rr. dorsales der Spinalnerven;Spinalnerven (Rami dorsales);;https://de.wikipedia.org/wiki/Musculus_semispinalis
M. semispinalis;Wirbelsäule & Rumpf;Rückenmuskulatur;Segmente;beide leer;;;;https://de.wikipedia.org/wiki/Musculus_semispinalis
M. semitendinosus;Untere Extremität;Knie;Ursprung;teils gleich;Tuber ischiadicum;Sitzbeinhöcker (Tuber ischiadicum) des Hüftbeins;;https://de.wikipedia.org/wiki/Musculus_semitendinosus
M. semitendinosus;Untere Extremität;Knie;Ansatz;teils gleich;Tibia, Facies medialis (Pes anserinus);Obere, innere Fläche der Tibia (Pes anserinus superficialis);;https://de.wikipedia.org/wiki/Musculus_semitendinosus
M. semitendinosus;Untere Extremität;Knie;Funktion;Freitext — nur lesen;"Streckt die Hüfte (Extension in der Art. coxae) und beugt das Knie (Flexion in der Art. genus); bei gebeugtem Knie Innenrotation des Unterschenkels";Streckung und Adduktion im Hüftgelenk, Beugung und Innenrotation im Kniegelenk;;https://de.wikipedia.org/wiki/Musculus_semitendinosus
M. semitendinosus;Untere Extremität;Knie;Innervation;gleich;N. tibialis;Nervus tibialis;;https://de.wikipedia.org/wiki/Musculus_semitendinosus
M. semitendinosus;Untere Extremität;Knie;Segmente;gleich;L5, S1, S2;L5-S2;;https://de.wikipedia.org/wiki/Musculus_semitendinosus
M. serratus anterior;Obere Extremität;Schultergürtel;Ursprung;abweichend;"Pars superior: 1.–2. Rippe; Pars intermedia: 2.–3. Rippe; Pars inferior: 4.–9./10. Rippe";Obere neun Rippen;;https://de.wikipedia.org/wiki/Musculus_serratus_anterior
M. serratus anterior;Obere Extremität;Schultergürtel;Ansatz;gleich (andere Worte);"Angulus superior (Pars superior); Margo medialis (Pars intermedia); Angulus inferior (Pars inferior)";Margo medialis und Angulus inferior und superior des Schulterblatts;;https://de.wikipedia.org/wiki/Musculus_serratus_anterior
M. serratus anterior;Obere Extremität;Schultergürtel;Funktion;Freitext — nur lesen;"Protraktion und Stabilisierung der Scapula am Thorax; Pars inferior unterstützt die Aufwärtsrotation";kippt das Schulterblatt: * nach vorn zur Anteversion des Arms * nach außen zur Elevation des Arms;;https://de.wikipedia.org/wiki/Musculus_serratus_anterior
M. serratus anterior;Obere Extremität;Schultergürtel;Innervation;gleich;N. thoracicus longus;Nervus thoracicus longus;;https://de.wikipedia.org/wiki/Musculus_serratus_anterior
M. serratus anterior;Obere Extremität;Schultergürtel;Segmente;gleich;C5, C6, C7;C5-C7;;https://de.wikipedia.org/wiki/Musculus_serratus_anterior
M. serratus posterior inferior;Wirbelsäule & Rumpf;Rückenmuskulatur;Ursprung;abweichend;Procc. spinosi Th11–L2, Fascia thoracolumbalis;11. Brust- bis 3. Lendenwirbel;;https://de.wikipedia.org/wiki/Musculus_serratus_posterior_inferior
M. serratus posterior inferior;Wirbelsäule & Rumpf;Rückenmuskulatur;Ansatz;teils gleich;9.–12. Rippe (lateral der Anguli costae);9.–12. Rippe;;https://de.wikipedia.org/wiki/Musculus_serratus_posterior_inferior
M. serratus posterior inferior;Wirbelsäule & Rumpf;Rückenmuskulatur;Funktion;Freitext — nur lesen;Senkt die unteren Rippen und unterstützt die forcierte Ausatmung;Hilfsinspirator;;https://de.wikipedia.org/wiki/Musculus_serratus_posterior_inferior
M. serratus posterior inferior;Wirbelsäule & Rumpf;Rückenmuskulatur;Innervation;abweichend;Nn. intercostales;Nervi intercostales (Spinalnerven des Brustteils des Rückenmarks);;https://de.wikipedia.org/wiki/Musculus_serratus_posterior_inferior
M. serratus posterior inferior;Wirbelsäule & Rumpf;Rückenmuskulatur;Segmente;abweichend;Th9–Th12;Th11-L3;nur bei mir: Th9, Th10 | nur Wikipedia: L1, L2, L3;https://de.wikipedia.org/wiki/Musculus_serratus_posterior_inferior
M. serratus posterior superior;Wirbelsäule & Rumpf;Rückenmuskulatur;Ursprung;abweichend;Procc. spinosi C6–Th2, Lig. nuchae;Nackenband, Dornfortsätze C6 - Th2, Ligamentum supraspinale;;https://de.wikipedia.org/wiki/Musculus_serratus_posterior_superior
M. serratus posterior superior;Wirbelsäule & Rumpf;Rückenmuskulatur;Ansatz;teils gleich;2.–5. Rippe (lateral der Anguli costae);2.–5. Rippe;;https://de.wikipedia.org/wiki/Musculus_serratus_posterior_superior
M. serratus posterior superior;Wirbelsäule & Rumpf;Rückenmuskulatur;Funktion;Freitext — nur lesen;Hebt die oberen Rippen und unterstützt die Einatmung;Einatmung;;https://de.wikipedia.org/wiki/Musculus_serratus_posterior_superior
M. serratus posterior superior;Wirbelsäule & Rumpf;Rückenmuskulatur;Innervation;abweichend;Nn. intercostales;Nervi intercostales (Spinalnerven des Brustteils des Rückenmarks);;https://de.wikipedia.org/wiki/Musculus_serratus_posterior_superior
M. serratus posterior superior;Wirbelsäule & Rumpf;Rückenmuskulatur;Segmente;abweichend;Th1–Th4;Th2-Th5;nur bei mir: Th1 | nur Wikipedia: Th5;https://de.wikipedia.org/wiki/Musculus_serratus_posterior_superior
M. soleus;Untere Extremität;Fuß & Sprunggelenk;Ursprung;abweichend;Dorsale Tibia, Fibula und Arcus tendineus;Hinterflächen von Schienbein (Linea musculi solei) und Wadenbein;;https://de.wikipedia.org/wiki/Musculus_soleus
M. soleus;Untere Extremität;Fuß & Sprunggelenk;Ansatz;gleich (andere Worte);Tuber calcanei (über Achillessehne);Posteriore Fläche des Calcaneus (Tuber calcanei) über die Achillessehne;;https://de.wikipedia.org/wiki/Musculus_soleus
M. soleus;Untere Extremität;Fuß & Sprunggelenk;Funktion;Freitext — nur lesen;"Plantarflektiert den Fuß unabhängig von der Kniestellung; supiniert; als stärkster Plantarflexor ist er beim Gehen, Laufen und Treppensteigen essentiell";Plantarflexion;;https://de.wikipedia.org/wiki/Musculus_soleus
M. soleus;Untere Extremität;Fuß & Sprunggelenk;Innervation;gleich;N. tibialis;Nervus tibialis;;https://de.wikipedia.org/wiki/Musculus_soleus
M. soleus;Untere Extremität;Fuß & Sprunggelenk;Segmente;nur Wikipedia;;L5, S1;;https://de.wikipedia.org/wiki/Musculus_soleus
M. sternocleidomastoideus;Kopf & Hals;Halsmuskulatur;Ursprung;teils gleich;"Caput sternale: Manubrium sterni; Caput claviculare: Mediales Klavikuladrittel";Caput laterale: Oberkante und Vorderfläche des medialen Drittels des Schlüsselbeines (Extremitas sternalis claviculae), · Caput mediale: Vorderfläche des Manubrium sterni des Brustbeines;;https://de.wikipedia.org/wiki/Musculus_sternocleidomastoideus
M. sternocleidomastoideus;Kopf & Hals;Halsmuskulatur;Ansatz;teils gleich;"Proc. mastoideus; Linea nuchalis superior (lateraler Anteil)";Außenseite des Processus mastoideus des Schläfenbeines und · Linea nuchae superior des Hinterhauptsbeines;;https://de.wikipedia.org/wiki/Musculus_sternocleidomastoideus
M. sternocleidomastoideus;Kopf & Hals;Halsmuskulatur;Funktion;Freitext — nur lesen;"Beidseitig zieht der M. sternocleidomastoideus den Kopf in Inklination (Nickbewegung); einseitig rotiert er den Kopf zur Gegenseite und neigt ihn zur gleichen Seite. Er ist zudem ein wichtiger Atemhilfsmuskel bei forcierter Inspiration.";einseitig: Lateralflexion nach ipsilateral und Rotation des Kopfes nach kontralateral bei gleichzeitiger Reklination beidseitig: Extension (Reklination) des Halses und forcierte Inspiration durch Anheben des Schultergürtels;;https://de.wikipedia.org/wiki/Musculus_sternocleidomastoideus
M. sternocleidomastoideus;Kopf & Hals;Halsmuskulatur;Innervation;gleich (andere Worte);N. accessorius (XI), Plexus cervicalis C2–C3;Nervus accessorius und Rr. ant. des Plexus cervicalis;;https://de.wikipedia.org/wiki/Musculus_sternocleidomastoideus
M. sternocleidomastoideus;Kopf & Hals;Halsmuskulatur;Segmente;abweichend;C2–C3;(C1) C2-C4;nur Wikipedia: C1, C4;https://de.wikipedia.org/wiki/Musculus_sternocleidomastoideus
M. sternohyoideus;Kopf & Hals;Infrahyoidale Muskeln;Ursprung;teils gleich;Manubrium sterni und Articulatio sternoclavicularis;Hinterseite Brustbein (Manubrium sterni) und Sternoclaviculargelenk;;https://de.wikipedia.org/wiki/Musculus_sternohyoideus
M. sternohyoideus;Kopf & Hals;Infrahyoidale Muskeln;Ansatz;abweichend;Corpus ossis hyoidei;Zungenbein;;https://de.wikipedia.org/wiki/Musculus_sternohyoideus
M. sternohyoideus;Kopf & Hals;Infrahyoidale Muskeln;Funktion;Freitext — nur lesen;Der M. sternohyoideus senkt das Zungenbein nach dem Schluckakt wieder in die Ruhelage und zieht es nach kaudal. Er spielt zudem bei der Regulierung der Kehlkopfposition während der Phonation eine wichtige Rolle.;zieht das Zungenbein nach unten (Fixierung des Zungenbeins), Verlagerung Kehlkopf und Zungenbein nach unten;;https://de.wikipedia.org/wiki/Musculus_sternohyoideus
M. sternohyoideus;Kopf & Hals;Infrahyoidale Muskeln;Innervation;gleich (andere Worte);Ansa cervicalis;Ansa cervicalis (Plexus cervicalis), sowie C4;;https://de.wikipedia.org/wiki/Musculus_sternohyoideus
M. sternohyoideus;Kopf & Hals;Infrahyoidale Muskeln;Segmente;nur bei mir;C1–C3;;;https://de.wikipedia.org/wiki/Musculus_sternohyoideus
M. sternothyroideus;Kopf & Hals;Infrahyoidale Muskeln;Ursprung;teils gleich;Manubrium sterni (Innenfläche);Hinterseite des Brustbeins (Manubrium sterni);;https://de.wikipedia.org/wiki/Musculus_sternothyroideus
M. sternothyroideus;Kopf & Hals;Infrahyoidale Muskeln;Ansatz;teils gleich;Cartilago thyroidea (Linea obliqua);Schildknorpel (Cartilago thyroidea);;https://de.wikipedia.org/wiki/Musculus_sternothyroideus
M. sternothyroideus;Kopf & Hals;Infrahyoidale Muskeln;Funktion;Freitext — nur lesen;"Der M. sternothyroideus zieht den Kehlkopf nach kaudal; er senkt die Stimmlippen und ermöglicht damit tiefere Tonlagen. Nach dem Schlucken führt er gemeinsam mit den anderen infrahyoidalen Muskeln den Kehlkopf in die Ausgangsposition zurück.";zieht das Zungenbein nach unten (Fixierung des Zungenbeins), verlagert Kehlkopf und Zungenbein nach unten;;https://de.wikipedia.org/wiki/Musculus_sternothyroideus
M. sternothyroideus;Kopf & Hals;Infrahyoidale Muskeln;Innervation;gleich (andere Worte);Ansa cervicalis;Ansa cervicalis (Plexus cervicalis), sowie C4;;https://de.wikipedia.org/wiki/Musculus_sternothyroideus
M. sternothyroideus;Kopf & Hals;Infrahyoidale Muskeln;Segmente;nur bei mir;C1–C3;;;https://de.wikipedia.org/wiki/Musculus_sternothyroideus
M. stylohyoideus;Kopf & Hals;Suprahyoidale Muskeln;Ursprung;teils gleich;Proc. styloideus (Os temporale);Griffelfortsatz des Schläfenbeins (Processus styloideus);;https://de.wikipedia.org/wiki/Musculus_stylohyoideus
M. stylohyoideus;Kopf & Hals;Suprahyoidale Muskeln;Ansatz;abweichend;Corpus ossis hyoidei (Cornu majus);Zungenbein (Os hyoideum);;https://de.wikipedia.org/wiki/Musculus_stylohyoideus
M. stylohyoideus;Kopf & Hals;Suprahyoidale Muskeln;Funktion;Freitext — nur lesen;"Der M. stylohyoideus zieht das Zungenbein nach dorsal und kranial; er antagonisiert die ventralen suprahyoidalen Muskeln und ist an der Stabilisierung des Zungenbeins während der Schluck- und Sprechbewegungen beteiligt.";Fixation und Anheben des Zungenbeins;;https://de.wikipedia.org/wiki/Musculus_stylohyoideus
M. stylohyoideus;Kopf & Hals;Suprahyoidale Muskeln;Innervation;teils gleich;N. facialis (VII);R. stylohyoideus des Nervus facialis;;https://de.wikipedia.org/wiki/Musculus_stylohyoideus
M. stylohyoideus;Kopf & Hals;Suprahyoidale Muskeln;Segmente;beide leer;;;;https://de.wikipedia.org/wiki/Musculus_stylohyoideus
M. subclavius;Obere Extremität;Schultergürtel;Ursprung;abweichend;Oberseite der 1. Rippe;1. Rippenknorpel;;https://de.wikipedia.org/wiki/Musculus_subclavius
M. subclavius;Obere Extremität;Schultergürtel;Ansatz;abweichend;Unterseite der Clavicula, Extremitas acromialis;Schlüsselbein;;https://de.wikipedia.org/wiki/Musculus_subclavius
M. subclavius;Obere Extremität;Schultergürtel;Funktion;Freitext — nur lesen;Stabilisiert und senkt die Clavicula;senkt das Schlüsselbein und stemmt es im Sternoklavikulargelenk fest;;https://de.wikipedia.org/wiki/Musculus_subclavius
M. subclavius;Obere Extremität;Schultergürtel;Innervation;gleich;N. subclavius;Nervus subclavius;;https://de.wikipedia.org/wiki/Musculus_subclavius
M. subclavius;Obere Extremität;Schultergürtel;Segmente;gleich;C5, C6;C5, C6;;https://de.wikipedia.org/wiki/Musculus_subclavius
M. subscapularis;Obere Extremität;Schultergürtel;Ursprung;teils gleich;Fossa subscapularis der Scapula (ventrale Seite);Fossa subscapularis · (Vorderseite des Schulterblatts);;https://de.wikipedia.org/wiki/Musculus_subscapularis
M. subscapularis;Obere Extremität;Schultergürtel;Ansatz;teils gleich;Crista tuberculi minoris humeri;Tuberculum minus humeri;;https://de.wikipedia.org/wiki/Musculus_subscapularis
M. subscapularis;Obere Extremität;Schultergürtel;Funktion;Freitext — nur lesen;Innenrotation und Adduktion im Schultergelenk;Adduktion und Innenrotation des Armes;;https://de.wikipedia.org/wiki/Musculus_subscapularis
M. subscapularis;Obere Extremität;Schultergürtel;Innervation;gleich;N. subscapularis;Nervus subscapularis;;https://de.wikipedia.org/wiki/Musculus_subscapularis
M. subscapularis;Obere Extremität;Schultergürtel;Segmente;abweichend;C5, C6;C5-C7;nur Wikipedia: C7;https://de.wikipedia.org/wiki/Musculus_subscapularis
M. supinator;Obere Extremität;Ellenbogen;Ursprung;gleich (andere Worte);Epicondylus lateralis humeri, Crista musculi supinatoris ulnae, Lig. collaterale radiale, Lig. anulare radii;Epicondylus lateralis humeri, Dorsalfläche der Ulna (Crista musculi supinatoris), Lig. anulare radii sowie Lig. collaterale radiale;;https://de.wikipedia.org/wiki/Musculus_supinator
M. supinator;Obere Extremität;Ellenbogen;Ansatz;abweichend;Proximaler Bereich der Facies lateralis radii;Vorderfläche des Radius;;https://de.wikipedia.org/wiki/Musculus_supinator
M. supinator;Obere Extremität;Ellenbogen;Funktion;Freitext — nur lesen;Supination im Unterarm;Supination des Unterarms;;https://de.wikipedia.org/wiki/Musculus_supinator
M. supinator;Obere Extremität;Ellenbogen;Innervation;gleich;N. radialis;Nervus radialis;;https://de.wikipedia.org/wiki/Musculus_supinator
M. supinator;Obere Extremität;Ellenbogen;Segmente;gleich;C5, C6;C5–C6;;https://de.wikipedia.org/wiki/Musculus_supinator
M. supraspinatus;Obere Extremität;Schultergürtel;Ursprung;gleich (andere Worte);Fossa supraspinata der Scapula;Fossa supraspinata scapulae;;https://de.wikipedia.org/wiki/Musculus_supraspinatus
M. supraspinatus;Obere Extremität;Schultergürtel;Ansatz;teils gleich;Kranialer Teil des Tuberculum majus, Gelenkkapsel;Tuberculum majus humeri;;https://de.wikipedia.org/wiki/Musculus_supraspinatus
M. supraspinatus;Obere Extremität;Schultergürtel;Funktion;Freitext — nur lesen;"Initiiert die Abduktion; unterstützt die Außenrotation";Abduktion des Arms bis ca. 15° (zusätzlich zum M. deltoideus), geringe Außenrotation des Arms;;https://de.wikipedia.org/wiki/Musculus_supraspinatus
